title,authors,genre,thumbnail,description,average_rating,cluster
"Mary, Queen of Scots",Jenny Wormald,Biography & Autobiography,http://books.google.com/books/content?id=5XtL-F1LKUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,mary queen of scot be one of history most romantically tragic figure her endless plotting eventually lead she to flee from scotland and be imprison by her equally ambitious cousin and fellow queenelizabeth of englandwho later order mary to be behead in 1587 this book look at her tragedy of photo,3.71,2
'Photos of the Gods',Christopher Pinney,Art,http://books.google.com/books/content?id=8hhXq7hpzSwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,draw on year of archival research interview with artist and publisher and the ethnographic study of their rural consumer christopher pinney trace the intimate connection between the production and consumption of massproduced image in india and the struggle against colonial rule,3.96,7
Call of the Mall,Paco Underhill,Consumer behavior,http://books.google.com/books/content?id=wTxkHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,like underhill bestseller why we buy this be a pleasurable and informative book on how we shop that surprise and tickle like bill bryson walk in the wood which take reader up the appalachian trail this book take reader to a place they know much well the shopping centre the place where people meet nothing exemplify shop more than the mall or shopping centre it be the uss gift to personal consumption and the crossroad where consumer marketing medium and street culture meet it be where the developed world and increasingly everyone else too go to acquire eat and hang out it be where fashion trend be make dream be construct and many people find their first job the call of the mall be about sex and buying lingerie about why the same camel coat cost exactly twice as much in the womens department to the men about why all mall food be so dreadful when the commodity in the shop be so good why location matter so much but more for perfume than diy and why mall be invariably such bad architecture underhill view on the mall be sophisticated funny serious and surprising,3.6,7
The Art of Seduction,Robert Greene,Seduction,http://books.google.com/books/content?id=ZePgwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,which sort of seducer could you be siren rake cold coquette star comedian charismatic or saint this book will show you which charm persuasion the ability to create illusion these be some of the many dazzle gift of the seducer the compelling figure who be able to manipulate mislead and give pleasure all at once when raise to the level of art seduction an indirect and subtle form of power have topple empire win election and enslave great mind in this beautiful sensually design book greene unearth the two side of seduction the character and the process discover who you or your pursuer most resemble learn too the pitfall of the antiseducer in part ii immerse yourself in the twentyfour manoeuvre and strategy of the seductive process the ritual by which a seducer gain mastery over their target understand how to choose the right victim appear to be an object of desire and confuse desire and reality in addition greene provide instruction on how to identify victim by type each fascinating character and each cunning tactic demonstrate a fundamental truth about who we be and the target we ve become or hope to win over the art of seduction be an indispensable primer on the essence of one of history great weapon and the ultimate power trip,4.06,7
Talk to the Hand,Lynne Truss,Conduct of life,http://books.google.com/books/content?id=ds5TPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,stickler unite the queen of zero tolerance take on the sorry state of modern manner in the spirit of her three million copy worldwide bestseller eat shoot leave talk to the hand cause the face be not listen the saying go when do the world get to be so rude when do society become so inconsiderate its a topic that have be simmer for year and lynne truss say that it have now reach boiling point take on the boorish behaviour that have become a point of pride for some talk to the hand be a rallying cry for courtesy like eat shoot leave talk to the hand be a spirited conversation not a stuffy guidebook it be not about fork for a start why have not your nephew ever thank you for that perfect christmas present what make your builder think he can treat you like dirt in your own home when you phone a utility with a complaint and have negotiate the switchboard why can not you ever speak to a person who be authorise to apologise what account for the appalling treatment you receive in shop most important what will it take to roll back a culture that applaud rudeness and find it so amusing for anyone who s feed up with the brutality inflict by modern manner and be naturally too scared to confront the actual yobs talk to the hand be a colourful call to arm from the witty defender of the civilised world,3.32,7
Rodinsky's Room,Rachel Lichtenstein;Iain Sinclair,Biography & Autobiography,http://books.google.com/books/content?id=aN7RhyhzJZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,david rodinsky live above a synagogue in the heart of the old jewish east end of london and sometime in the late 1960 he disappear his room a chaos of writing annotate book and map gramophone record and clothe be leave undisturbed for 20 year rodinskys world capture the imagination of a young artist rachel lichtenstein whose grandparent have escape poland in the 30 and over a period of year she begin to document the bizarre collection of artifact that be find in his room and make installation use image from his enigmatic bequest she become obsess with this mysterious man who be he where do he come from where do he go now lichtenstein and iain sinclair have write an extraordinary book that weave together lichenstein quest for rodinsky part mystery story part memoir part travelogue rodinskys room be a testament to a world that have all but vanish and the celebration of the life of a unique man,3.88,2
Out of Place,Edward W. Said,"Authors, Arab",http://books.google.com/books/content?id=Zxm-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,edward say be bear in jerusalem and bring up in cairo spending every summer in the lebanese mountain village of dhour el shweir until he be banish to america in 1951 this work be a mixture of emotional archaeology and memory explore an essentially irrecoverable past as ill health set he think about ending edward say return to his beginning in this personal memoir,3.96,7
Moth Smoke,Mohsin Hamid,"Nineteen ninety-eight, A.D.",http://books.google.com/books/content?id=eGx8oQbjzjcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,pakistan summer 1998 hot with a late monsoon and the occasional nuclear test in lahore daru shezad lose his job while the jet set party behind high wall the economy crumble and darus electricity be cut off soon he have fall for his good friend wife start mix heroin with his hash and join force with a criminal rickshaw driver moth smoke be the story of darus spectacular,3.82,7
The Collected Tales of Nikolai Gogol,Nikolaĭ Vasilʹevich Gogolʹ;Richard Pevear,Short stories,http://books.google.com/books/content?id=7cNpfQ8oYiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a new annotated translation of gogol classic short fiction destine to become the definitive edition,4.35,7
Money to Burn,Ricardo Piglia;Amanda Hopkinson,Fiction,http://books.google.com/books/content?id=d40p2M2ikJ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,a prizewinne novel from one of argentina most important contemporary author base on a true crime,3.75,0
Jack,A. M. Homes,Children of divorced parents,http://books.google.com/books/content?id=ijqDmZ3jszgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a funny and engaging novel about family grow up and change,3.63,7
Redwall,Brian Jacques,Animals,http://books.google.com/books/content?id=xtiusomLTBUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,what can the peaceloving mouse of redwall abbey do to defend themselves against a battleseasoned army of rat teem with riddle humor unforgettable character and highbounding adventure redwall launch a series that have capture the world attention,4.13,7
Southwest France,John King;Julia Wilkinson,Travel,http://books.google.com/books/content?id=o-qTNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,this guide to the southwest area of france cover the dordogne bordeaux and midipyrenee region as well as lourde there be section on food and wine chateaux and bastide as well as a look at the championship surf along the atlantic coast from lacanau to biarritz,3.0,7
Zen in the Art of Writing,Ray Bradbury,Language Arts & Disciplines,http://books.google.com/books/content?id=SslWj26w7x0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,eleven essay discuss the joy of write the writing process inspiration creativity and the circumstance surround the writing of several of his work,4.1,7
What Uncle Sam Really Wants,Noam Chomsky,History,http://books.google.com/books/content?id=tbpTP-Q2BsgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the coauthor of manufacture consent analyze the real motivation behind we foreign policy draw his commentary from his celebrate speech original,3.99,4
Best of the Eighties,John L. Goldwater,Comics & Graphic Novels,http://books.google.com/books/content?id=G7JvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,this 96page full color trade paperback feature many of the most hilarious exploit of archie and friendsfrom the me decade well know as the eighty computer new age music urban cowboy preppie et roller boogie michael jackson cabbage patch kid breakdance trivial pursuit music video its all here in this amazing volume,3.94,5
Borderlands,Gloria Anzaldúa,Literary Collections,http://books.google.com/books/content?id=3vopAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the twentieth anniversary edition of gloria anzalda classic exploration of life in the borderland,4.28,7
Plato on Rhetoric and Language,Plato;Jean Nienkamp,Language Arts & Disciplines,http://books.google.com/books/content?id=dPEU-Zc29J0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,collect here for the first time in one volume four key platonic dialoguesthe ion the protagorus the gorgius and the phaedrus serve as an important introduction to the productive ambiguity of platonic thought on rhetoric and language in her introduction to the volume editor jean nienkamp consider plato view on language genre and writing and outline the critical issue involve in the study of platonic thought on rhetoric and poetic reader be invite to participate in the dialogue as vital philosophical conversation about issue that animate contemporary rhetorical and literary thought today,4.2,7
Hayao Miyazaki,Helen McCarthy,Art,http://books.google.com/books/content?id=4YPh2_D9q2EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,artistwriterdirectorproducer hayao miyazaki be often call the walt disney of japan his animate theatrical feature have be smash hit in japan and many include my neighbor totoro and kikis delivery service be already familiar to american audience now with disneymiramax imminent release of princess mononoke miyazakis masterwork and one of the topgrosse film in all japanese history this animation master be about to take america and the world by storm mix firsthand interview and personal insight with critical evaluation of art plot production quality and literary theme mccarthy provide a filmbyfilm appraisal that examine technique as well as message she reveal miyazaki to be not just a master of the art of animation but a meticulous craftsman who see his work as a medium for shape the humanistic and environmental concern of our time an overview of the artist and his early career be follow by indepth examination of seven major miyazaki film nausica of the valley of wind laputa castle in the sky castle of cagliostro my neighbor totoro kikis delivery service porco rosso and princess mononoke include be design and technical datum story synopsis and character sketch personnel and filmography datum and critical evaluation illustration throughout in color and black and white show the detail and vigor of miyazakis art write for anime fan as well as student of film literature and popular culture mccarthys book raise animation criticism to a whole new level and be an essential guide to the work of a worldclass filmmaker londonbase helen mccarthy be author of anime a beginner guide to japanese animation the anime movie guide and with jonathan clements the erotic anime movie guide she appear frequently on radio and tv and at conference around the world,3.94,7
Harrington on Hold 'em,Dan Harrington;Bill Robertie,Games & Activities,http://books.google.com/books/content?id=u8y_9XdJaEMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,provide poker strategy for every phase of tournament play cover the early phase where the stake be small to late tactic such as bluff flop scare card play shorthande loose game and endgame play,4.15,7
"Complete Stories, 1892-1898",Henry James,Literary Collections,http://books.google.com/books/content?id=b4uyxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,twentyone story include the turn of the screw and the figure in the carpet,4.23,7
"H. R. Giger's Retrospective, 1964-1984",H. R. Giger;Käthi Christen;Adrienne Theimer,Art,http://books.google.com/books/content?id=Fr40AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,more than 150 artwork span 20 year in the career of the world most renowned artist of the fantastical and the surreal be gather in one volume rich with detail and color carefully render reproduction of giger good painting be accompany by his own commentary 70 color illus 75 bandw illu 25 bandw photo,4.35,7
The Jungle,Upton Sinclair;Kathleen De Grave,Fiction,http://books.google.com/books/content?id=4cY-vgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the horrifying condition of the chicago stockyard be reveal through this narrative of a young immigrant struggle in america include five chapter omit from the original edition,3.73,0
The World of Jules Verne,Gonzague Saint Bris,Fiction,http://books.google.com/books/content?id=VjkbAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,not strictly a biography of jule verne it be a fascinating mix of anecdote extract from the novel and reallife incident the reader reencounter extraordinary character like philea fogg and captain nemo against a backdrop of marvellous illustration,3.5,0
Through a Brazen Mirror,Delia Sherman,Fiction,http://books.google.com/books/content?id=ajlbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,through a brazen mirror be the third book in the ultra violet library circlet imprint of fantasy and science fiction byforabout lesbiangaybi folk originally publish in 1989 by mass market publisher ace the book be market as generic sword and sorcery and in the way of mass market book disappear from sight shortly thereafter before it have a chance to reach an audience who would appreciate its theme base on an ancient angloscot ballad call the famous flower of serve man a magical tragic tale about a young woman who disguise herself as a man after the murder of her husband through a brazen mirror tell the tale of the witch margaret her daughter elinor king lionel and the extraordinary william flower who save the king from doom and margaret malevolent magic with much richness of detail and folklore sherman use the tale to explore issue of attraction loyalty and gender identity for william be elinor who as william bond with the young king and take charge of a fate that be to be her undo the book though it take place in a fictional kingdom be no cleanedup fairy tale and present a historical picture of life circa 1400 in an age when woman be not teach to read or write both margaret as an evil schemer and elinor who must take on a mans name and countenance fight for their selfdetermination each in her own way,3.38,0
Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb;Stephen E. Flowers,Magic,http://books.google.com/books/content?id=jjfWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the essential guide open the door to the darkly resplendent world of the left hand path part philosophical treatise part ontological standup comedy and part magical practicum this book make clear what many other book have only hint at for people with wit and perseverance this book be a training manual for superman and woman don webb have be a practitioner of the left hand path since the 1970 he be the former high priest of the temple of set the world large left hand path organization and the author of the bestselle seven face of darkness,4.36,7
Charles Dickens as a Legal Historian,William Searle Holdsworth,History,http://books.google.com/books/content?id=1_WdLFxkx6kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,holdsworth william s charles dicken as a legal historian new haven yale university press 1929 157 pp reprint 1995 by the lawbook exchange ltd lccn 9646579 isbn 1886363064 cloth 40 the distinguished english historian professor holdsworth have contrive even during his moment of recreation to render we his debtor no two book outside the bound of technical law be more worth read for law student than pickwick paper and bleak house even a train trial lawyer however be puzzle by some of the legal point bring up by dicken because they have fortunately pass forever out of the realm of live law professor holdsworth have perform a valuable service to lawyer and layman alike in explain these obscurity and he have do much more than this he have increase our admiration for the genius of dicken by prove his great merit as a legal historian zechariah chafee jr harvard law review 422868,3.67,4
The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,Fiction,http://books.google.com/books/content?id=TvE_tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,one of the most influential figure in modern japanese fiction yasunari kawabata be treasure for the intensity of his perception and the compressed elegance of his style this new collection include twentytwo story now appear in english for the first time in book form write between 1923 and 1929 these short fiction form a shadow biography of the author early year and provide fresh glimpse of kawabata haunt and haunted vision bear in 1899 kawabata commit suicide at age seventytwo throughout his life he be concern with theme of loss longing and memory his childhood be repeatedly shake by death in the family first his parent when he be three then a grandmother an old sister and finally the blind grandfather he care for in his early adolescence these personal loss linger as motif in such remarkable story as gather ashe and the master of funeral the stark physical detail of caregive suffuse with edgy resentment and desperate fear be remember in diary of my sixteenth year in addition to the twentytwo story unknown to american reader this collection feature the first translation of the complete text of the classic dancing girl of izu this unforgettable story portray the tender anxiety of a young man whose brood fascination with a pubescent girl nudge he along the path toward adulthood,3.78,0
Blood Lines,Richard Matheson;Mark Dawidziak,Fiction,http://books.google.com/books/content?id=1TVAPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,reproduction of script and screenplay short story and a novel along with introduction photo cast and credit,4.02,0
Tal-Botvinnik 1960,Mikhail Tal,Games,http://books.google.com/books/content?id=PtDUMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,in 1960 mikhail tal defeat chess champion mikhail botvinnik in one of the most celebrated world championship match of all time in this volume tal set the stage and explain every one of the 21 game tell both the on and offtheboard story of this clash of style and think,4.54,7
To America with Love,Abbie Hoffman,Biography & Autobiography,http://books.google.com/books/content?id=VQlkPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the author and her husband note activist abbie hoffman share the letter they exchange in 1974 and 1975 while abbie be in hiding to avoid imprisonment,3.93,2
Teach Them Diligently,Louis Paul Priolo,Religion,http://books.google.com/books/content?id=VHL3AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the bookshelf in your home no doubt contain volume of book manual seminar note magazine article and video and audio cassette purport to address parenting from a christian point of view with rare exception however most of todays christian parenting resource fail to emphasize what be perhaps the most important aspect of true biblical parenting how to relate the bible to the disciplinary process in practical way think about it with all of your training do you really know how to use the bible for doctrine reproof correction and instruction in righteousness with your child if you do read no far if you do not this little book will augment and strengthen your parenting skill as you learn how to use the scripture more thoroughly and effectively in your child train back cover,4.24,6
Not Just a Pretty Face,Molly Lee,Antiques & Collectibles,http://books.google.com/books/content?id=_3Pn-oDS850C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,now in a fullcolor second edition not just a pretty face be an engaging exploration of the role of doll and doll make in alaska native culture from ancient ivory carving to the thrive tourist market doll and human figurine have play integral part in the ritual economic and social life of native alaskans doll serve as children plaything represent absent community member at ceremony and predict the movement of game animal for shaman not just a pretty face survey these and other use of doll and figurine illustrate in beautiful color photograph the diversity of the dollmaking tradition in eskimo athabaskan and northwest coast native community author explore the ethnographic literature twentiethcentury oral history and photographic documentation of doll and the dollmaking process contemporary doll maker explain in their own word how they learn to make doll and what doll make mean to they the second edition feature a photo essay on rosalie paniyak of chevak one of the most influential doll maker in alaska today not just a pretty face provide a panoramic view of an ancient tradition and situate the art of doll make within a contemporary context scholarly yet accessible not just a pretty face be a lively contribution to the literature on doll anthropology and native study,3.5,7
The Mistress Manual,"Mistress Lorelei;Lorelei Powers, Mistress",Family & Relationships,http://books.google.com/books/content?id=DjOZv-ZM-V0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,originally publish in 1994 in a simple pink guidebook format by an experienced and wickedly creative dominant woman the mistress manual fall out of print when the author move on to other project now greenery press have bring this underground classic back to life update with new idea and information on learn to love command to the art of discipline learn how to enact the five archetypal fantasy how to create your own scenario and much much more,3.76,7
My Sister's Keeper,Nora Kelly,Fiction,http://books.google.com/books/content?id=VBSEAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,though separate from her lover a scotland yard man gillian adams have not lose her sleuthing skill sexism have rear its ugly head in attack on the feminist eff yours union at the university of the pacific northwest in vancouver and a woman be find dead on campus adroitly plot and fill with intrigue my sister keeper solve the crime but leave open the mystery of gillian who be poise between her career as head of history department and her romance in england,3.7,0
Change Or Die,David Foster Wallace;Mary Gaitkill;Irvine Welsh;David Berman;Delmore Schwartz,American literature,http://books.google.com/books/content?id=R9kiPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the most important new literary journal to emerge since granta open city have publish some of the good work by major writer and artist such as mary gaitskill denis johnson jeff koons david foster wallace irvine welsh terry southern patrick mccabe sam lipsyte and david berman edit by the writer thomas beller and daniel pinchbeck and originally publish by the late robert bingham write from open city have be include in many prestigious anthology include good american short story and the pushcart prize know for launch the career of todays good new writer the editor be also commit to print important unpublished work by writer from past era such as richard yate delmore schwartz jim thompson cyril connolly edvard munch and gregor von rezzori with its innovative and daring mix of the old and the new open city combine undiscovered writing by classic author with a fascinating portrait of a literary generation in the makingopen city 12 include after the wall a special section on berlin new generation of fiction writer a story by lewis cole on the end of radicalism and debut fiction by sam brumbaugh and heather lorimer this issue feature a previously unpublished story by ford maddox ford,3.68,7
Open City 6,Thomas Beller;James Purdy;Strawberry Saroyan;Debra Garrison;Michael Cunningham,Fiction,http://books.google.com/books/content?id=J376GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the most important new literary journal to emerge since granta open city have publish some of the good work by major writer and artist such as mary gaitskill denis johnson jeff koons david foster wallace irvine welsh terry southern patrick mccabe sam lipsyte and david berman edit by the writer thomas beller and daniel pinchbeck and originally publish by the late robert bingham write from open city have be include in many prestigious anthology include good american short story and the pushcart prize know for launch the career of todays good new writer the editor be also commit to print important unpublished work by writer from past era such as richard yate delmore schwartz jim thompson cyril connolly edvard munch and gregor von rezzori with its innovative and daring mix of the old and the new open city combine undiscovered writing by classic author with a fascinating portrait of a literary generation in the making open city 12 include after the wall a special section on berlin new generation of fiction writer a story by lewis cole on the end of radicalism and debut fiction by sam brumbaugh and heather lorimer this issue feature a previously unpublished story by ford maddox ford,0.0,0
Mother's Milk,Edward St. Aubyn,Fiction,http://books.google.com/books/content?id=o8lY2W-OzzQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the author of some hope return with a story of complex family relationship offer a trenchant novelistic analysis of marriage adultery parenthood and assist suicide,3.76,0
Lands of Promise and Despair,Rose Marie Beebe;Robert M. Senkewicz,History,http://books.google.com/books/content?id=q7e5opHZO7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,this volume be a collection of primary document of the writing of early california settler take the point of view of the indians settler missionarie soldier and other who live there the editor offer letter report reminiscence and other document that tell the inside story of california before the gold rush from the time the spanish arrive in the 1530 until the end of californias experience as a territory in the mexican republic in the 1840 this work be illustrate with map portrait sketch and early photograph as well as seven color plate of drawing depict plant and animal life make by an 18thcentury czech priest,3.69,4
The Diamond Color Meditation,John Diamond,Health & Fitness,http://books.google.com/books/content?id=1ChsHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the diamond color meditation present an inspiring use of color in a therapeutic meditation that be design for relaxation deep personal growth and healing as you discover the power of each color you will experience the healing effect it have on your mind body and soul go far beyond traditional color therapy this book introduce a completely original concept that use color to evoke the only true ealingthat which begin from within,5.0,7
City Eclogue,Ed Roberson,Social Science,http://books.google.com/books/content?id=IGaxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,poetry african american study ed roberson might no long live in pittsburgh but the city in which he be bear and raise still leave its fragmented structure etch throughout his poetry a city of hard work and hard time the nowimpoverishe neighborhood that have at one time stand as center of jazz and art the hill the river the skyscraping iron and steel and the pain though most of the poem in this collection do not necessarily take place in pittsburgh there be a rhythmic fragmentation here paint portrait of urban life in general beauty music poverty blood and concrete seem to live within the line break while breathstoppe pause halt you just long enough so thatlike at a smoky backroom jazz clubyou can not wait to see what he do next,4.14,7
White Widow,Jim Lehrer,Fiction,http://books.google.com/books/content?id=4vs4swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,praise by the new york times book review as anaffecte morality tale jim lehrer devastate white widow bring the reader to the brink of one man unstoppable ruinous passion for a complete stranger jack t oliver have a solid marriage a cozy house in corpus christi and a job he love as a driver for the great western trailway bus line in a few week jack be go to be promote to master operator in recognition of his year of perfect service and ontime drive its a good life until a white widow board his bus on a oneway ticket from victoria to corpus christi a white widow be a wild card a woman travel alone who can change the course of a driver life and not always for the good what happen when jack oliver white widow pass through his life be as unforgettable as it be irrevocable within week without ever even learn her name he will fall passionately in loveand lose everything he have a few thing he never have and some he never think about until they be go,3.01,0
Carnet de Voyage,Unknown,Comics & Graphic Novels,http://books.google.com/books/content?id=UUxURSulnHgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,craig thompson the awardwinne creator of blanket and goodbye chunky rice spend three month travel through barcelona the alp and france as well as morocco where he be research his next graphic novel habibi spontaneous sketch and a travelogue diary document his adventure and quiet moment create a raw and intimate portrait of country culture and the wandering artist,3.76,5
Teleportation: From Star Trek to Tesla,Commander X;Tim Swartz,"Body, Mind & Spirit",http://books.google.com/books/content?id=rzMAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,now you can travel up up and awayinstantly mysterious disappearance solve classified experiment concern the philadelphia experiment time travel and area 51 be reveal for the first time proof alien have leave behind important technological clue it be possible to master the art of teleportation with a bit of practice on the part of the reader the wellknown phrase beam I up scotty from the popular television series star trek first introduce the public to the idea of teleportation instantaneous transport through time and space although the term be probably originally coin by the world famous author of book on unexplained mystery the late charles fort long think to be the work of over imaginative writer the author now take the subject beyond the void of pure speculation and into the realm of 21st century science for accord the commander x a former military intelligence operative with connection to the cia and defense department on a number of occasion he witness the testing of highly classified super top secret black project aircraft engage in maneuver over area 51 in the nevada desert furthermore the national whistleblower claim he actually sit at the helm of one of these ship as it biolocate from one place to anotherinstantly what be so unusual about these flight over area 51 be the fact that the technology be test involve principle of teleportation gleam from reverse engineering of alien spacecraft which have crash to earth the author maintain that extraterrestrial have be try to feed we clue regard the existence of this interstellar mode of transport which will enable we to instantly maneuver between two point in the twinkle of an eye commander x far insist it be within the realm of possibility for the reader of this book to learn the fundamental of teleportation and participate in experiment of their very own no matter how outlandish this may seem in detail he describe his own work with the military in develop skill necessary to engage in spontaneous teleportationskill that could very well lead you along the path to personal gratification and success the book also delve into the impact the star trek series have have on introduce the general public to what be just around the bend for our world and the possibility this be part of a grass root campaign to inform the public on a need to know basis a little bit at a time in addition up to date information from the lost journal of nikola tesla reveal what the great mind of all time know about teleportation and how he help institute this process as part of the top secret philadelphia experiment,2.83,7
Plastic Jesus,Poppy Z. Brite,Fiction,http://books.google.com/books/content?id=8U8KAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,seth and peyton be good friend bandmate and rival the success that lift their fourman band from leyborough england change the world and very nearly shatter their mind along the way at first it be one big part then it all go terribly wrong and then somehow incredibly rightjacket,3.57,0
The State of the Art,Iain M. Banks,Fiction,http://books.google.com/books/content?id=AGRBvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,iain m bank only shortstory collection never before publish in the us content road of skull a gift from the culture odd attachment descendant clean up piece the state of the art scratch a few note on the culture skyhorse publish under our night shade and talo imprint be proud to publish a broad range of title for reader interested in science fiction space opera time travel hard sf alien invasion nearfuture dystopia fantasy grimdark sword and sorcery contemporary urban fantasy steampunk alternative history and horror zombie vampire and the occult and supernatural and much more while not every title we publish become a new york times bestseller a national bestseller or a hugo or nebula awardwinner we be commit to publish quality book from a diverse group of author,3.84,0
Her Smoke Rose Up Forever,James Tiptree,Fiction,http://books.google.com/books/content?id=h6icnOdHfhoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,these 18 darkly complex short story and novellas touch upon human nature and perception metaphysics and epistemology and gender and sexuality foreshadow a world in which biological tendency bring about the downfall of humankind revision from the author note be include allow a deep view into her world and a well understanding of her work the nebula awardwinne short story love be the plan the plan be death the hugo awardwinne novella the girl who be plug in and the hugo and nebula awardwinne novella houston houston do you read be include,4.21,0
The Line Between,Peter S. Beagle,Fiction,http://books.google.com/books/content?id=yOxWAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,present a collection of short story include two heart quarry and a dance for emilia,4.12,0
International Building Code 2003,International Code Council,Reference,http://books.google.com/books/content?id=_opUAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the 2003 international building code address the design and installation of building system through requirement that emphasize performance provide minimum regulation for building system use prescriptive and performancerelated provision include structural as well as fire and lifesafety provision cover seismic wind accessibility egress occupancy roof and more,3.62,7
Strangers in Paradise,Terry Moore,Comics & Graphic Novels,http://books.google.com/books/content?id=8BeQCEcju3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,chronicle the relationship between three friendskatchoo francine and davidand the people they fall in and out of love with,4.09,5
Strangers in Paradise,Terry Moore,Comics & Graphic Novels,http://books.google.com/books/content?id=d7kLuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,chronicle the relationship between three friendskatchoo francine and davidand the people they fall in and out of love with,4.38,5
The Devil's in the Details,Mary Jane Maffini,Fiction,http://books.google.com/books/content?id=YoPY1-njfTIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,the news that an old acquaintance have have an accident come as a surprise to camilla macphee by the time she unearth laura connection to a violent revolutionary group active two decade early she s have several blow to the head and discover that people she s be talk to keep end up dead,4.01,0
Mini-Manual of the Urban Guerrilla,Carlos Marighella,Political Science,http://books.google.com/books/content?id=EYUfPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the classic pamphlet a howto guide try and test by countless group across the world an important document for anyone vaguely inquisitive or seriously interested write by the brazilian as a reaction to the failure of guevara and the rural guerilla this new edition include two other document by marighella problem and principle of strategy and question of organization a 1970 interview with liberated brazilian political prisoner and a chronology of the guerilla struggle in brazil from 196473 it be well to err act than to do nothing for fear of err without initiative there be no guerilla warfare,3.31,7
"Galapagos, a Natural History",Michael Hume Jackson,History,http://books.google.com/books/content?id=NXS8cwtMaGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,this book detail the natural history of the plant and animal find in the galapagos island a list of the dominant plant accord to vegetation zone be include of particular note be the discussion of the problem of colonisation by found population biological evolution and ecology and of the evolutionary process bring about species diversity,3.87,4
